PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona_Renta;REV_Garantia;Averia_grave;QUEJA_CAC;EDAD_COCHE;COSTE_VENTA;km_anno;Revisiones;Edad Cliente
I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Jaen;NO;NO;NO;Otros;NO DATA;No;NO;12;2048;0;0;68
I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Barcelona;SI;SI;NO;Alto;SI;Averia muy grave;SI;12;0;8011;4;38
I;TIPO7;FUEL 2;Alta;A;Financiera Banco;CASADO;M;Empresa;Valladolid;NO;NO;NO;Alto;NO DATA;Averia grave;NO;18;1230;17917;4;55
I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Tarragona;NO;SI;NO;Medio-Bajo;SI;Averia muy grave;SI;10;2773;15205;2;51
I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Las Palmas;SI;NO;NO;Otros;SI;Averia grave;SI;6;3265;14269;2;39
I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia leve;NO;14;2048;8209;1;55
I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Valencia;SI;NO;NO;Alto;NO DATA;Averia grave;NO;14;2048;0;2;60
I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;Medio-Bajo;SI;Averia muy grave;SI;12;2048;16710;2;57
I;TIPO7;FUEL 2;Alta;A;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia leve;NO;11;5508;22020;2;46
I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;10;2048;8937;1;49
I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Valencia;SI;NO;NO;Medio;SI;No;NO;8;3054;10481;1;38
I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;F;Empresa;Granada;NO;NO;NO;Medio;NO DATA;No;NO;4;2048;0;2;62
I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;11;2048;0;1;48
I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Valencia;NO;NO;SI;Medio;NO DATA;No;NO;13;2883;0;1;48
I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Otros;NO DATA;Averia grave;NO;1;2048;0;0;62
I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Autonomo;Leon;NO;NO;NO;Medio;SI;No;SI;8;3072;45251;2;51
I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Valencia;SI;NO;NO;Otros;NO DATA;No;NO;2;2048;0;0;34
I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Navarra;SI;NO;SI;Otros;NO DATA;No;NO;9;2048;0;1;42
I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Murcia;NO;NO;SI;Otros;NO DATA;No;NO;3;2883;0;1;48
I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Cantabria;SI;NO;SI;Otros;NO DATA;No;NO;15;2883;0;0;34
I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2;3883;0;2;60
I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;14;4000;0;2;29
I;TIPO7;FUEL 1;Alta;A;Contado;SOLTERO;M;Empresa;Vizcaya;SI;NO;NO;Medio;NO DATA;No;NO;15;4000;0;2;31
I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Madrid;SI;NO;SI;Otros;NO DATA;No;NO;10;4000;0;1;71
I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Otros;NO DATA;No;NO;1;2048;0;1;49
I;TIPO7;FUEL 1;Alta;A;Financiera Marca;CASADO;M;Empresa;Guipuzcua;NO;NO;SI;Otros;NO DATA;No;NO;3;2883;0;1;37
E;TIPO2;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Valencia;SI;SI;NO;Alto;NO DATA;No;NO;15;4470;4719;9;47
E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Las Palmas;NO;NO;NO;Alto;NO DATA;No;NO;3;1408;19520;7;43
E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Sevilla;NO;NO;NO;Alto;NO DATA;No;NO;6;4470;6273;5;56
E;TIPO2;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;19;2554;6940;8;28
E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;1;2048;4662;7;55
E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;6;3227;5557;7;58
E;TIPO2;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;14;3368;26481;4;41
E;TIPO2;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;7;1236;13493;8;49
E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;18;4259;9929;5;47
E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Asturias;NO;NO;NO;Alto;NO DATA;No;NO;11;5905;9443;7;47
E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;Medio;NO DATA;No;NO;6;3317;10142;9;37
E;TIPO2;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;3;3039;9069;4;44
E;TIPO2;FUEL 1;Media;M;Financiera Banco;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia grave;NO;10;6009;12435;3;48
E;TIPO2;FUEL 1;Media;M;Contado;CASADO;M;Autonomo;Madrid;SI;NO;NO;Alto;SI;Averia leve;NO;8;3388;22312;6;49
E;TIPO2;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Valencia;SI;NO;NO;Otros;SI;No;NO;15;3872;13708;4;44
E;TIPO2;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Asturias;NO;NO;NO;Otros;NO DATA;No;NO;8;3153;0;4;32
E;TIPO2;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Murcia;NO;NO;NO;Medio;SI;No;NO;9;4369;8226;4;50
E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;6;5657;12231;2;49
E;TIPO2;FUEL 1;Media;M;Financiera Marca;CASADO;M;Funcionario;Las Palmas;SI;NO;NO;Alto;SI;Averia muy grave;SI;9;4159;6683;1;60
E;TIPO2;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Guipuzcua;NO;NO;SI;Otros;NO DATA;No;NO;7;2608;0;1;35
E;TIPO2;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Malaga;SI;NO;NO;Otros;NO DATA;No;NO;5;1641;0;1;58
E;TIPO2;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Otros;NO DATA;No;NO;6;1641;0;1;31
E;TIPO2;FUEL 1;Alta;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;SI;Otros;NO DATA;No;NO;15;1641;0;1;47
E;TIPO2;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;No;NO;4;1641;0;0;30
E;TIPO2;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Navarra;SI;NO;NO;Medio;SI;No;NO;16;2461;37439;2;42
K;TIPO7;FUEL 1;Alta;A;Contado;OTROS;Otro;Empresa;Jaen;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;5;0;50388;10;39
K;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Cantabria;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;15;0;0;4;24
K;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Baleares;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;12;0;0;2;37
K;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Baleares;NO;NO;NO;Medio;SI;No;NO;6;0;27612;0;54
G;TIPO5;FUEL 2;Media;M;Contado;CASADO;M;Autonomo;Ciudad Real;SI;NO;NO;Medio-Bajo;SI;No;SI;13;4238;54031;2;43
G;TIPO5;FUEL 2;Media;M;Contado;OTROS;Otro;Empresa;Lacoruna;SI;NO;NO;Otros;SI;No;NO;16;5100;41286;7;59
B;TIPO6;FUEL 1;Media;M;Contado;CASADO;F;Funcionario;Huesca;SI;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;19;4004;10029;6;54
B;TIPO6;FUEL 1;Media;A;Contado;CASADO;M;Empresa;Cadiz;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;10;2981;9173;7;56
B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Navarra;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;12;5090;8404;4;38
B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Burgos;SI;NO;NO;Alto;SI;Averia grave;NO;9;4987;18004;5;50
B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Jaen;SI;NO;NO;Alto;NO DATA;Averia grave;NO;2;5492;10219;9;54
B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Funcionario;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;19;5090;10794;4;67
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Orense;NO;NO;NO;Otros;NO DATA;Averia muy grave;SI;12;4519;8633;8;44
B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Leon;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;10;5068;21271;9;42
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Murcia;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;8;2458;9736;9;42
B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;3;6695;18627;6;43
B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Lugo;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;9;2209;23750;9;39
B;TIPO1;FUEL 2;Media;M;Contado;EN PAREJA;F;Funcionario;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;10;1281;28238;9;48
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;No;NO;6;4210;4552;9;50
B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Funcionario;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;11;3680;0;6;58
B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Cadiz;SI;NO;NO;Medio-Bajo;NO DATA;Averia grave;SI;16;2930;12421;9;41
B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;7;2621;20223;7;53
B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Otros;NO DATA;Averia grave;NO;18;2561;11359;9;56
B;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Sevilla;SI;NO;NO;Alto;SI;Averia muy grave;SI;14;7088;3757;7;44
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Funcionario;Murcia;NO;NO;NO;Otros;NO DATA;Averia muy grave;SI;2;4548;21182;8;60
B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Cadiz;NO;NO;NO;Alto;SI;Averia muy grave;SI;13;3798;13252;8;54
B;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Sevilla;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;6;9252;17171;5;24
B;TIPO1;FUEL 2;Media;M;Otros;OTROS;Otro;Empresa;Cordoba;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;8;5550;10532;7;45
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia muy grave;SI;18;3033;20715;7;54
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Cuenca;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;9;4342;14949;8;58
B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Malaga;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;14;2568;19766;8;41
B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Badajoz;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;1;6563;21598;7;42
B;TIPO1;FUEL 2;Media;M;Contado;OTROS;F;Empresa;Valencia;SI;NO;NO;Otros;SI;Averia muy grave;SI;9;2504;28740;6;48
B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Pontevedra;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;3;5756;18210;8;46
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Asturias;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;15;5234;32804;6;45
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Tarragona;SI;NO;NO;Medio;SI;Averia grave;SI;19;2561;7295;6;43
B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia leve;NO;4;6337;19675;6;42
B;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Funcionario;Murcia;NO;SI;NO;Alto;NO DATA;Averia muy grave;SI;5;7078;8511;6;54
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;19;5234;30896;6;51
B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;F;Autonomo;Alicante;SI;NO;NO;Alto;NO DATA;No;NO;12;2157;12013;10;43
B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;5;2569;13292;9;59
B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio;SI;No;NO;17;3594;11208;7;54
B;TIPO1;FUEL 1;Media;M;Contado;OTROS;Otro;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;2;4004;22836;4;37
B;TIPO1;FUEL 1;Media;M;Financiera Marca;OTROS;F;Empresa;Valencia;NO;NO;NO;Alto;SI;No;NO;1;2976;8887;7;41
B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Lerida;NO;NO;NO;Medio;NO DATA;No;NO;15;2773;0;10;37
B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;13;3592;12712;9;46
B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Leon;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;14;1951;18793;7;64
B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;11;3697;5095;5;53
B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;15;1496;18761;7;44
B;TIPO1;FUEL 1;Media;M;Otros;SOLTERO;F;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;11;3697;6536;9;42
B;TIPO1;FUEL 1;Media;M;Contado;EN PAREJA;F;Autonomo;Barcelona;NO;NO;NO;Medio;SI;Averia muy grave;SI;19;3594;13831;9;44
B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;La Rioja;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;3;4369;0;6;47
B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Lacoruna;NO;NO;NO;Medio;SI;No;NO;15;2458;5204;4;41
B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;18;4004;4592;6;47
B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Cadiz;NO;NO;NO;Medio-Bajo;NO DATA;No;SI;13;4107;5503;8;52
B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Baleares;SI;NO;NO;Medio;SI;No;NO;1;3955;10671;7;42
B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Valladolid;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;8;8025;5514;4;39
B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Granada;NO;NO;NO;Alto;SI;Averia grave;SI;7;2527;15292;7;39
B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Badajoz;NO;NO;NO;Medio;SI;No;NO;16;3702;6660;4;44
B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Valladolid;NO;NO;NO;Alto;NO DATA;Averia leve;NO;7;2608;11917;5;42
B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Lacoruna;SI;NO;NO;Medio-Bajo;NO DATA;Averia leve;NO;8;1276;10418;7;48
B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;6;2468;3269;6;48
B;TIPO6;FUEL 2;Media;M;Contado;CASADO;F;Funcionario;Segovia;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;3;1192;25213;8;41
B;TIPO6;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Lacoruna;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;10;4832;6449;4;41
B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Pontevedra;SI;NO;NO;Medio;SI;Averia muy grave;SI;10;1779;9489;4;61
B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Cadiz;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;19;2714;9469;7;57
B;TIPO6;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Lugo;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;11;3724;26194;7;54
B;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;3;3904;19860;8;52
B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;7;1919;24022;4;50
B;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Cordoba;NO;SI;NO;Medio-Bajo;NO DATA;No;NO;11;1919;16532;6;41
B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Autonomo;Santa Cruz de Tenerife;NO;NO;NO;Otros;SI;No;SI;15;4658;17742;4;44
B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;19;1779;18827;5;48
B;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Jaen;NO;NO;NO;Otros;SI;No;NO;2;1599;22025;7;48
B;TIPO6;FUEL 2;Media;M;Otros;OTROS;M;Empresa;Huelva;NO;NO;NO;Otros;SI;Averia grave;NO;19;1599;16773;7;44
B;TIPO6;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Sevilla;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;SI;17;1422;25265;4;47
B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;NO DATA;No;NO;1;5267;0;3;62
B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Tarragona;NO;NO;NO;Alto;NO DATA;No;NO;14;2634;0;4;69
B;TIPO6;FUEL 2;Media;M;Financiera Banco;CASADO;M;Empresa;Valladolid;NO;SI;NO;Medio;NO DATA;No;NO;19;4990;13524;2;48
B;TIPO6;FUEL 2;Media;M;Financiera Banco;CASADO;M;Empresa;Murcia;NO;NO;NO;Otros;SI;No;NO;12;2096;23698;4;54
B;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia muy grave;SI;16;6368;37229;4;51
B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Funcionario;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;16;1381;9279;8;47
B;TIPO6;FUEL 1;Media;M;Contado;OTROS;M;Empresa;Valladolid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;11;1144;12277;5;37
B;TIPO6;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;5;1886;15146;7;44
B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Malaga;NO;NO;NO;Otros;NO DATA;No;NO;4;1886;20268;8;57
B;TIPO6;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Lacoruna;NO;SI;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;19;1886;7623;8;34
B;TIPO6;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;18;2390;5925;7;55
B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Medio;SI;No;NO;2;2532;3981;7;45
B;TIPO6;FUEL 1;Media;M;Financiera Banco;CASADO;M;Empresa;Valencia;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;13;2532;0;4;43
B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;11;1708;0;4;48
B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Jaen;NO;NO;NO;Otros;SI;No;NO;15;2568;7834;5;55
B;TIPO6;FUEL 1;Media;M;Financiera Banco;EN PAREJA;F;Funcionario;Valencia;NO;NO;NO;Alto;NO DATA;No;NO;5;3665;0;3;31
B;TIPO6;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;14;1538;8162;7;43
B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Alicante;NO;SI;NO;Alto;NO DATA;Averia muy grave;SI;18;2568;9573;4;43
B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;SI;NO;Alto;NO DATA;No;NO;11;1538;12602;7;53
B;TIPO6;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Valencia;NO;NO;NO;Alto;SI;Averia muy grave;SI;11;1538;5653;5;71
B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Pontevedra;SI;SI;NO;Alto;NO DATA;No;NO;2;3233;6503;7;48
B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;13;1538;7004;4;47
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Alicante;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;3;1919;16053;7;57
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;14;1919;12064;4;49
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Asturias;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;18;1381;16401;7;53
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Huelva;NO;NO;NO;Medio-Bajo;SI;No;NO;3;1919;27010;8;57
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia grave;NO;10;1919;7152;4;34
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;1;2603;18816;7;61
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Zaragoza;NO;NO;NO;Otros;NO DATA;No;NO;1;1919;15951;8;43
B;TIPO1;FUEL 2;Media;M;Contado;OTROS;F;Empresa;Malaga;NO;NO;NO;Medio-Bajo;SI;No;NO;6;5923;16387;5;42
B;TIPO1;FUEL 2;Media;M;Financiera Banco;SOLTERO;F;Empresa;Navarra;SI;SI;NO;Medio-Bajo;NO DATA;No;NO;12;2488;18399;5;43
B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;7;1779;19679;4;58
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Lacoruna;NO;NO;NO;Alto;SI;No;NO;15;3106;16119;6;56
B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Empresa;Navarra;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;16;4523;12280;7;25
B;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Baleares;SI;SI;NO;Otros;NO DATA;No;NO;19;1892;11949;4;39
B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;12;2316;24534;7;37
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Jaen;NO;NO;NO;Medio-Bajo;NO DATA;No;SI;17;2603;0;6;64
B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Baleares;NO;NO;NO;Medio;SI;No;NO;17;2615;18125;7;52
B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Salamanca;NO;NO;NO;Alto;NO DATA;No;NO;13;1779;20277;7;41
B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;4;2603;12269;6;61
B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Cadiz;NO;NO;NO;Medio-Bajo;SI;No;NO;15;2488;3210;5;51
B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;4;3595;24422;7;44
B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;M;Funcionario;Leon;NO;NO;NO;Alto;SI;No;NO;16;2488;23329;4;47
B;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Ciudad Real;SI;NO;NO;Medio;SI;Averia leve;NO;6;2488;8892;6;42
